Geneid,sample1,sample2,sample3,sample4,sample5,sample6
BAZ2B,1993,1714,958,1764,1722,1991
AC008277.1,1,2,0,4,0,0
AC008277.2,0,2,0,0,0,0
AC009506.3,0,0,0,0,0,0
AC009506.1,0,0,0,0,0,0
AC009506.2,205,199,185,199,148,65
AC009961.1,36,20,9,20,13,8
AC009961.3,1,0,0,4,7,0
MARCHF7,4992,5712,4394,5871,3926,4177
CD302,13,8,16,7,7,1
LY75-CD302,0,0,0,0,0,0
AC009961.4,5,6,9,3,7,7
LY75,10,14,2,2,14,18
AC009961.2,0,0,0,0,0,0
PLA2R1,96,87,53,63,65,96
ITGB6,582,10,0,10,520,450
AC092153.1,0,0,2,0,0,0
LINC02478,43,37,44,41,26,53
RBMS1,8501,6780,5389,7647,6576,4592
MIR4785,0,0,0,0,0,0
AC096656.1,0,0,0,0,0,0
RN7SL423P,0,0,0,0,0,0
AC009313.2,0,0,0,0,0,0
AC009313.1,0,0,0,0,0,0
TANK,948,1141,794,1293,795,939
AC009299.3,14,13,7,4,7,3
LINC01806,46,90,57,31,39,29
AC009299.1,6,0,4,3,5,6
PSMD14,2668,2960,2399,2927,2176,3353
AC009299.2,344,365,399,417,271,312
RNA5SP108,2,0,5,4,0,2
TBR1,0,0,2,0,0,0
AC009487.1,0,0,0,0,0,0
AC009487.3,0,0,0,0,0,0
SLC4A10,0,0,0,0,0,0
AC009487.4,0,0,0,0,0,0
AC009487.2,205,194,131,156,167,202
AC092654.1,0,0,0,0,0,0
AC062022.1,0,0,0,0,0,0
AC062022.2,0,0,0,0,0,0
KRT18P46,0,0,0,0,0,0
RPEP5,0,0,0,0,0,0
DPP4,1017,119,30,56,660,938
DPP4-DT,4,0,0,0,5,20
TIMM8AP1,0,0,0,0,0,0
EIF3EP2,0,0,0,0,0,0
AC008063.1,0,0,0,0,0,0
GCG,0,0,0,0,0,0
AC007750.1,0,0,0,0,0,0
FAP,8,0,2,2,1,16
IFIH1,56,42,4,4,30,34
GCA,825,944,665,957,830,744
KCNH7,892,850,515,862,890,1238
RNA5SP109,1,0,0,2,0,0
KCNH7-AS1,9,3,0,13,0,0
RPL7P61,6,5,2,10,4,2
RNU6-627P,0,0,0,0,0,0
FIGN,2195,2137,814,2023,1859,2014
AC016766.1,0,0,0,0,0,0
PRPS1P1,0,0,0,0,0,0
CYP2C56P,0,0,0,0,0,0
GRB14,313,300,409,385,275,328
AC107075.1,2,5,5,8,6,5
COBLL1,763,804,246,619,564,517
AC019181.1,1,0,0,2,0,2
SNORA70F,2,1,0,1,0,0
AC019197.1,7,0,4,0,2,0
RNA5SP110,0,0,0,0,0,0
RNA5SP111,0,0,0,0,0,0
SLC38A11,0,0,4,14,0,4
SCN3A,12,25,2,26,2,12
SCN2A,51,53,21,61,38,11
MAPRE1P3,0,0,0,0,0,0
AC011303.1,0,0,0,0,0,0
CSRNP3,469,532,229,590,450,315
GALNT3,40,10,4,6,24,24
AC009495.3,0,0,0,0,0,0
AC009495.1,0,0,0,1,0,0
AC009495.2,0,1,0,0,3,0
TTC21B,665,744,305,793,488,660
TTC21B-AS1,2,1,2,0,0,0
SCN1A-AS1,0,0,1,0,0,0
SCN1A,9,2,2,2,2,0
AC010127.1,0,0,0,0,0,0
RN7SKP152,0,0,0,0,0,0
SCN9A,74,86,78,92,90,113
SCN7A,37,34,12,14,32,32
AC074101.1,0,0,0,0,0,0
XIRP2,42,57,28,66,43,32
AC092601.1,0,0,0,0,0,0
XIRP2-AS1,2,5,0,0,0,0
AC073050.1,1,0,0,0,0,5
RNU7-148P,0,0,0,0,0,0
CTAGE14P,0,0,0,0,0,2
B3GALT1-AS1,0,0,0,0,0,0
B3GALT1,22,24,10,52,16,6
STK39,11293,10563,7923,10614,9347,9582
AC067940.1,0,0,1,6,2,4
RN7SL813P,0,1,0,0,0,0
CERS6,3073,3061,2639,3584,2485,2229
MIR4774,3,0,0,0,0,0
RNU6-766P,0,0,0,0,0,0
CERS6-AS1,3,0,0,1,0,0
NOSTRIN,136,157,140,119,51,151
SPC25,125,123,68,117,101,104
G6PC2,1,0,0,0,4,0
ABCB11,37,79,42,50,26,72
DHRS9,77,319,389,271,85,194
AC007556.1,0,0,2,0,0,0
UBE2V1P6,0,0,0,0,0,0
LRP2,374,1309,389,770,342,591
BBS5,289,201,192,211,182,150
AC093899.2,0,0,0,0,0,0
KLHL41,3287,2159,2261,2277,2393,3807
FASTKD1,2972,2801,2201,3509,2155,2219
AC093899.1,0,2,2,1,0,0
PPIG,2760,2810,1765,2674,2213,1397
CCDC173,20,1,12,1,6,0
AC016772.1,0,0,0,0,0,0
PHOSPHO2,100,75,64,60,56,20
KLHL23,1513,1557,905,1370,1342,1158
AC009967.1,0,0,0,2,0,0
PTCHD3P2,7,2,10,4,5,5
AC009967.2,0,0,2,4,0,0
SSB,4354,4684,3589,4589,3633,2307
METTL5,1198,1210,793,1146,895,1100
UBR3,9159,9000,5910,9517,7538,8745
AC092641.1,34,27,8,33,26,26
RNU6-1006P,0,0,0,0,0,0
MYO3B,8,8,0,3,2,10
MYO3B-AS1,0,0,0,0,0,0
HMGB1P4,0,0,0,0,0,0
AC007277.1,2,0,0,0,0,2
AC007277.2,0,0,0,0,0,0
AC007405.2,36,14,12,20,32,40
LINC01124,0,0,4,6,0,0
SP5,13,4,4,0,5,2
EIF2S2P4,211,215,150,211,102,238
AC007405.4,122,115,98,126,85,71
AC007405.1,0,0,0,0,0,0
ERICH2,28,21,26,26,25,9
GAD1,86,59,72,83,83,86
AC007405.3,7,8,15,19,16,14
AC007405.5,2,0,0,0,0,0
AC010092.1,0,0,0,0,8,6
GORASP2,4832,5024,3722,4739,3482,5360
TLK1,1746,1793,1454,2030,1404,1338
METTL8,676,543,615,596,543,785
AC008065.1,0,0,0,0,0,0
DCAF17,844,802,675,1002,866,618
DAP3P2,0,0,2,0,0,4
AC007969.2,4,2,0,0,0,0
AC007969.1,386,274,252,272,231,484
CYBRD1,656,346,155,300,471,548
RPL21P38,0,0,0,0,0,0
DYNC1I2,4631,5482,4109,5474,3698,6690
SLC25A12,4151,4360,3572,4846,3182,7039
RNU6-182P,1,1,0,0,0,0
HAT1,2017,2088,1530,1849,1508,1901
METAP1D,234,169,69,157,140,279
DLX1,1,8,0,4,4,0
DLX2,0,10,7,12,0,0
DLX2-DT,0,0,0,0,0,0
AC104088.1,0,0,1,0,0,0
AC104088.3,0,0,0,0,0,0
AC104088.2,0,0,0,0,0,0
AC078883.3,0,0,0,0,0,0
ITGA6,2388,2422,3184,3067,1838,2365
AC078883.2,0,2,2,4,0,0
ITGA6-AS1,0,2,2,0,4,5
AC078883.1,30,33,39,32,54,44
PDK1,13562,12215,6757,11324,10730,10048
AC093818.1,2,1,0,3,2,0
AC018712.1,6,0,0,0,0,0
RAPGEF4-AS1,4,8,6,2,17,0
AC018712.2,0,0,0,0,0,0
RAPGEF4,324,238,128,176,346,444
ALDH7A1P2,0,0,0,0,0,0
MAP3K20,11706,11520,12578,13349,10020,8752
MAP3K20-AS1,2,3,15,9,17,6
AC092573.1,0,0,0,0,0,0
AC092573.2,4,0,0,0,0,0
CDCA7,538,678,193,395,396,382
AC073465.1,0,0,0,0,0,0
AC073465.2,0,0,0,0,0,0
PPIAP66,0,0,0,0,0,0
AC013410.1,0,0,0,0,0,0
AC013410.2,0,0,0,0,0,0
AC106900.1,2,0,0,0,0,0
RPL5P7,0,0,0,0,0,0
SP3,2652,2622,1724,2495,2208,2800
AC016737.1,8,12,6,18,14,4
AC016737.2,0,0,0,0,0,0
LINC01960,4,0,4,0,0,1
RPSAP24,0,0,0,0,0,2
OLA1,3389,3334,2385,3223,2979,2709
AC013467.3,0,0,0,4,0,0
RN7SL65P,0,0,0,0,0,0
AC013467.1,0,0,0,0,0,0
AC013467.2,0,0,0,0,0,0
HNRNPA1P39,0,0,0,0,0,0
LINC01305,0,0,0,0,0,0
AC018470.1,0,0,0,0,2,0
SP9,0,4,2,0,0,4
CIR1,1074,1179,924,1034,919,955
SCRN3,1300,1492,1101,1598,1197,1043
GPR155,1153,1226,1181,1200,1094,909
AC010894.2,61,43,30,38,42,48
AC010894.1,0,0,0,0,0,0
AC010894.5,0,0,0,0,0,0
AC010894.3,0,6,0,2,4,0
RNU6-5P,0,0,0,0,0,0
WIPF1,559,765,245,512,465,324
AC010894.4,0,0,0,0,0,0
H3P6,2639,2708,1871,2553,2356,402
CHRNA1,20,50,67,44,32,86
CHN1,1816,1665,1216,1441,1290,2117
RNU6-763P,0,0,0,0,0,0
RNU6-1290P,0,0,0,0,0,0
AC007435.1,0,0,0,0,0,0
ATF2,1520,1791,926,1758,1275,1526
AC007435.2,1,2,2,0,2,0
MIR933,2,0,0,0,2,4
AC096649.2,0,0,0,0,1,2
ATP5MC3,12643,12613,10850,12875,9192,23758
AC096649.1,0,0,0,0,0,0
AC096649.3,0,0,0,0,0,0
AC093459.1,0,0,0,0,0,0
EXTL2P1,0,0,0,0,0,0
AC016751.2,0,0,1,0,0,0
AC016751.1,0,0,0,0,0,0
LNPK,3063,3395,2666,3516,2543,2116
EVX2,2,0,0,0,0,2
HOXD13,9,16,8,4,29,9
HOXD12,0,0,4,0,0,0
HOXD11,2,2,0,0,2,7
HOXD10,21,7,0,0,16,21
HOXD-AS2,4,0,0,0,2,1
HOXD9,4,6,2,6,8,16
HOXD8,2,0,1,4,2,2
HOXD3,0,4,0,2,0,0
MIR10B,0,0,0,0,0,0
HOXD4,6,13,0,2,2,0
HAGLR,4,2,0,0,0,2
AC009336.1,0,0,0,0,0,0
HAGLROS,0,0,0,4,0,0
HOXD1,0,10,0,0,0,0
MIR7704,0,0,0,0,0,0
AC009336.2,0,0,0,0,0,0
AC016739.1,268,204,197,174,200,425
RPSAP25,0,0,0,0,0,0
MTX2,2356,2222,1958,2692,1850,3685
PPIAP67,4,0,0,0,0,0
LINC01117,2,11,2,8,0,0
AC017048.1,0,0,0,0,0,0
AC017048.2,0,0,0,0,0,0
MIR1246,0,0,0,0,0,0
AC017048.3,0,1,0,0,0,0
LINC01116,7,10,0,6,10,0
RNU6ATAC14P,0,0,0,0,0,0
AC092162.2,5,8,3,6,0,0
FUCA1P1,0,0,0,0,0,0
AC092162.1,0,0,0,0,2,0
AC092162.3,0,6,0,6,0,0
AC073636.1,0,0,0,0,0,0
RNU6-187P,0,0,0,0,0,0
AC074286.1,2,8,0,0,0,0
AC079305.4,4,16,6,11,8,22
RNA5SP112,0,0,0,0,0,0
AC079305.3,0,0,0,0,0,0
AC079305.1,0,0,0,1,0,0
KRT8P40,0,0,0,0,0,0
HNRNPA3,9950,9212,5673,8949,7483,6986
MIR4444-1,0,0,0,0,0,0
NFE2L2,3692,3870,2986,3619,2809,4306
DNAJC19P5,7,6,2,0,0,2
MIR3128,0,1,0,0,0,0
AC079305.2,2,9,9,3,9,2
AC019080.1,125,127,82,114,104,81
AC019080.3,4,0,0,0,0,0
AC019080.4,2,5,2,4,6,0
MIR6512,4,2,3,1,2,0
AC019080.5,20,33,36,25,17,4
H3P7,0,0,2,0,0,0
AC019080.2,0,1,0,1,0,0
AGPS,3118,3252,2272,3190,2582,1733
TTC30B,177,191,108,157,126,132
AC073834.1,0,0,0,0,0,0
TTC30A,297,422,341,499,342,400
PDE11A,29,34,36,13,22,46
AC012499.1,8,0,0,0,1,16
AC011998.3,0,0,0,0,0,0
API5P2,0,0,0,0,0,0
AC011998.2,0,0,0,0,0,0
RNU6-629P,0,0,0,0,0,0
CYCTP,0,0,0,0,0,0
AC011998.1,0,0,0,0,0,0
RBM45,438,422,227,305,295,356
RNU5E-9P,0,0,0,0,0,0
OSBPL6,182,198,101,148,155,280
CHROMR,698,728,317,566,588,497
PRKRA,1107,1052,729,966,866,1300
PJVK,149,149,80,128,165,102
AC009948.1,10,12,6,11,3,12
FKBP7,343,305,186,273,251,471
PLEKHA3,1171,1393,1059,1420,746,793
TTN-AS1,458,645,443,762,462,146
TTN,117279,115485,103651,148799,92034,149587
AC009948.3,3,4,0,2,2,0
AC009948.2,0,6,2,5,5,0
AC009948.4,13,19,3,10,12,11
AC010680.3,0,0,0,0,0,0
AC010680.2,1,0,0,4,2,1
AC010680.4,0,0,0,0,0,0
AC010680.5,21,24,10,19,15,2
AC010680.1,22,9,29,20,14,0
AC092640.1,8,12,6,23,13,6
CCDC141,8518,12414,10028,12946,6143,11961
RNU7-104P,0,0,0,0,0,0
RPS6P2,0,4,0,0,0,0
SESTD1,1737,1903,1509,1831,1411,1898
AC093911.1,0,0,0,0,0,0
AC068042.1,0,0,0,0,0,0
ZNF385B,62,121,395,131,42,66
AC092642.1,0,0,0,0,0,0
MIR1258,0,0,0,0,0,0
AC096587.2,0,0,0,0,0,0
AC096587.1,0,0,0,0,0,0
CWC22,771,970,569,929,592,717
AC012669.1,0,0,0,0,0,0
AC009478.1,0,0,0,0,0,0
SCHLAP1,0,0,0,0,0,0
AC104820.1,0,0,0,0,0,0
FTH1P20,4,0,1,0,2,3
AC104076.2,0,0,0,0,0,0
UBE2E3,3376,3363,2878,3140,2613,4364
AC104076.1,2,0,2,0,0,0
AC068196.1,0,0,0,0,0,0
LINC01934,0,8,2,0,5,0
MIR4437,0,0,0,0,0,0
AC020595.1,0,0,0,0,0,0
ITGA4,396,2321,1954,2295,251,373
CERKL,4,1,4,4,0,3
NEUROD1,0,0,0,0,0,0
AC013733.2,0,0,0,0,0,0
AC013733.1,0,0,0,0,0,0
SAP18P2,0,3,0,7,7,0
RNU6ATAC19P,0,0,0,0,0,0
AC009962.1,15,59,22,20,13,14
ITPRID2,3192,4712,3690,4124,2455,3326
PPP1R1C,99,108,182,92,91,81
KRT18P29,0,0,0,0,1,4
RNA5SP113,0,0,0,0,0,0
PDE1A,19,20,22,28,28,18
AC012500.1,0,0,0,0,0,0
RN7SL267P,0,0,0,0,0,0
DNAJC10,6113,6485,5769,6850,5368,5637
RPL31P15,0,0,0,0,0,0
AC105396.1,0,0,0,0,0,0
FRZB,1431,927,1196,1249,1033,722
RNU6-1122P,0,1,0,0,0,0
NCKAP1,12879,12633,12813,13993,10037,12086
AC064871.1,4,0,0,0,0,4
AC064871.2,0,0,0,0,0,0
KRT8P10,4,3,7,3,0,4
DUSP19,111,154,100,147,95,29
AC064871.3,0,0,0,0,0,0
NUP35,478,507,369,575,431,628
AC021851.1,11,5,5,0,6,6
AC021851.2,0,0,0,0,0,0
LIN28AP1,0,0,0,0,0,0
CACYBPP2,4,2,3,1,2,3
AC093639.3,0,0,0,0,0,0
AC093639.1,0,0,0,0,0,0
AC093639.2,0,0,0,0,0,0
AC096555.1,1,0,0,1,0,0
AC020584.1,0,0,0,0,0,0
MIR548AE1,0,0,0,0,0,0
AC096667.1,6,12,2,9,2,2
ZNF804A,131,205,35,109,113,108
RPL23AP33,0,0,0,0,0,0
AC009315.1,91,92,101,69,57,93
AC080125.1,4,1,0,6,2,1
FSIP2-AS1,3,3,0,7,3,2
AC007966.1,0,0,0,0,0,0
FSIP2-AS2,9,16,7,17,5,1
FSIP2,608,780,331,572,562,209
AC097500.1,3,6,0,4,0,4
RPL21P32,4,0,0,1,0,0
LINC01473,22,21,15,17,20,7
AC104058.1,0,0,0,0,0,4
RPL23AP35,0,0,0,0,0,0
AC017071.1,0,0,3,4,0,0
MED28P3,0,2,3,5,12,3
ZC3H15,3300,3602,2786,3525,2542,2867
DPRXP1,0,0,0,0,4,0
ITGAV,18282,25344,29750,29727,15525,15260
AC017101.1,2,2,2,0,0,0
FAM171B,416,373,642,436,273,375
ZSWIM2,3,0,1,0,5,0
AC018735.1,0,0,0,0,0,0
AC007319.1,7,3,3,1,6,5
RN7SKP42,0,0,0,0,0,0
RNU6-989P,0,0,0,0,0,0
CALCRL,112,199,74,172,131,75
GAPDHP59,0,0,0,0,0,0
TFPI,313,349,153,329,302,310
LINC01090,9,10,7,5,8,0
ST13P2,0,0,0,0,0,0
AC104131.1,10,11,16,8,9,37
RNA5SP114,0,0,0,0,0,0
GULP1,539,739,582,625,577,396
MIR561,0,0,0,0,0,0
AC092598.1,0,0,0,0,0,0
DIRC1,0,0,0,0,0,0
COL3A1,66400,52152,12326,45261,46631,72118
MIR1245A,0,0,0,0,0,0
MIR1245B,0,0,0,0,0,0
MIR3606,2,0,0,0,0,0
COL5A2,60134,47022,47035,51974,45140,64454
AC133106.1,0,5,2,5,3,0
MIR3129,0,0,0,0,0,0
KRT18P19,0,0,0,0,0,0
WDR75,1468,1425,635,1278,1104,1134
AC013439.1,0,0,0,0,0,0
AC013439.2,0,0,0,0,0,0
SLC40A1,962,536,593,546,831,1271
AC012488.1,0,0,0,0,0,0
ASNSD1,620,550,409,592,482,501
ASDURF,0,0,0,0,0,0
AC012488.2,0,0,0,0,0,0
ANKAR,56,18,30,49,46,39
OSGEPL1,354,369,200,310,269,226
OSGEPL1-AS1,6,10,5,6,8,2
AC013468.1,3,2,0,0,6,16
ORMDL1,1967,1994,1338,1900,1499,915
PMS1,830,889,408,776,697,398
C2orf88,131,82,143,122,110,79
AC019178.2,0,0,0,0,0,0
HNRNPCP2,289,196,164,181,163,484
AC019178.1,0,0,0,0,0,0
MSTN,0,6,2,18,0,0
HIBCH,973,1044,929,943,795,1133
INPP1,440,223,458,305,346,579
MFSD6,229,288,290,263,231,194
AC093388.1,11,18,5,2,6,0
NEMP2,195,290,171,352,253,263
AC108047.1,71,65,70,47,60,11
RN7SKP179,0,0,0,0,0,0
AC006460.2,256,238,124,233,227,188
NAB1,4726,4733,4141,5444,3761,3749
AC006460.1,10,3,5,7,2,9
AC005540.1,8,5,3,11,6,4
GLS,5323,6370,5804,7048,4343,3996
STAT1,5961,5213,4326,4447,3724,6106
AC067945.1,2,6,0,0,2,6
AC067945.2,2,2,4,12,0,0
AC067945.3,34,24,28,43,23,18
STAT4,2695,2439,2396,3491,1759,3798
AC067945.4,2,0,3,6,8,0
RNU6-959P,0,1,0,1,0,0
AC079777.1,0,0,0,0,2,0
HMGB1P27,0,0,0,0,0,0
AC092614.1,23,17,15,8,9,18
MYO1B,3577,3305,2638,3523,2464,3840
RNU6-1045P,0,0,1,2,1,0
NABP1,540,407,360,367,380,323
AC114778.1,0,0,0,0,0,0
AC114778.2,3,0,0,0,0,0
AC098872.1,0,0,0,0,0,0
CAVIN2,174,324,238,379,130,240
CAVIN2-AS1,0,2,0,4,0,0
DNAJB1P1,0,0,0,0,0,0
TMEFF2,32,28,7,13,14,42
AC062039.1,0,0,0,0,0,0
AC013401.1,0,0,0,0,0,0
PCGEM1,0,0,0,0,0,0
RPS17P8,0,0,0,0,0,0
AC013401.2,0,0,0,0,0,0
AC096647.1,97,138,66,166,75,76
AC092638.1,0,0,0,0,0,0
AC092638.2,0,0,0,0,0,0
AC074290.1,0,0,0,0,0,0
AC074290.2,18,19,6,29,7,25
AC068135.2,0,1,0,0,0,0
AC068135.1,0,0,0,0,0,0
GLULP6,0,0,0,0,0,0
HNRNPA1P47,0,0,0,0,0,0
LINC01821,0,0,0,0,0,0
AC106883.1,0,0,0,0,0,0
AC073973.1,0,0,0,0,0,0
AC013456.1,0,0,0,0,0,0
AC006196.1,0,0,0,0,0,0
LINC01790,0,0,0,0,0,0
AC010983.1,0,0,0,0,0,0
AC104823.1,0,0,2,0,0,0
AC064834.1,0,0,3,0,0,0
RNU6-169P,0,0,0,0,0,0
LINC01825,0,0,8,0,0,0
LINC01827,0,0,0,0,2,2
SLC39A10,2841,3246,3164,3228,2304,2203
AHCYP5,0,0,0,0,0,0
RNU6-915P,0,0,0,4,1,0
DNAH7,19,27,20,32,18,22
E2F3P2,2,0,2,0,0,0
AC114760.1,0,0,0,0,0,0
STK17B,609,601,847,607,610,356
AC114760.2,17,6,4,6,4,1
HECW2,3314,3232,2404,3610,2474,3105
HECW2-AS1,15,2,25,6,19,30
RN7SL820P,0,0,0,0,0,0
AC068544.2,0,0,0,0,0,0
CCDC150,168,138,58,103,115,168
AC068544.1,0,0,0,0,0,0
GTF3C3,1823,1932,1230,1761,1489,2614
C2orf66,4,12,6,12,10,25
AC012486.1,0,0,3,0,0,0
PGAP1,1371,1584,968,1475,1183,654
ANKRD44,131,180,105,174,89,165
HNRNPA3P15,0,0,0,0,0,0
AC017035.1,0,0,0,0,0,0
ANKRD44-AS1,0,0,0,0,0,0
ANKRD44-IT1,0,0,1,2,0,0
ATP5MC2P3,0,0,0,0,2,0
AC010746.2,0,0,0,0,0,0
NPM1P46,0,0,0,0,2,0
SF3B1,15184,15204,9697,14359,11670,20056
AC010746.1,2,0,0,0,0,0
RNU6-1029P,0,0,0,0,0,0
COQ10B,1377,1640,1582,1737,1162,945
HSPD1,19078,18322,13024,17190,14481,20718
HSPE1,839,935,752,988,640,605
HSPE1-MOB4,0,0,0,0,0,0
MOB4,1387,1895,1613,2006,1233,205
AC020550.1,0,0,0,0,0,0
RFTN2,11,32,16,26,24,2
AC020550.2,0,2,0,0,2,0
AC011997.1,0,0,0,0,0,0
MARS2,632,645,414,657,445,657
BOLL,4,0,4,2,6,0
PLCL1,2277,2213,1689,2622,2044,2158
AC011997.2,2,3,3,6,0,6
AC020719.1,0,0,0,0,3,0
LINC01923,0,0,0,0,0,0
AC019330.1,0,0,0,0,0,0
AC020718.1,0,0,0,0,0,0
AC018717.1,0,0,0,0,0,0
RNU7-147P,0,0,0,0,0,0
SATB2,153,206,104,145,157,91
AC016746.1,0,0,0,0,0,0
SATB2-AS1,16,29,12,17,14,6
LINC01877,0,0,0,0,0,0
SEPHS1P6,0,6,0,4,1,2
FTCDNL1,12,2,15,14,20,15
AC097717.1,6,0,12,0,0,2
AC108032.1,0,0,0,0,0,0
RN7SL717P,0,0,1,0,0,0
C2orf69,443,409,338,468,277,128
TYW5,435,450,355,523,439,189
MAIP1,668,617,497,591,454,754
AC004464.1,0,0,0,4,0,0
SPATS2L,3507,3093,3561,3211,2642,3557
RNY4P34,0,0,0,1,0,0
AC012459.1,37,47,36,42,23,36
KCTD18,401,408,301,456,432,511
SGO2,370,595,209,431,360,165
AOX1,8,8,0,0,12,6
AOX3P,0,0,0,0,0,0
AOX3P-AOX2P,0,0,0,0,0,0
LINC01792,0,0,0,0,0,0
AOX2P,0,0,0,0,0,0
RNU1-133P,0,0,0,0,0,0
BZW1-AS1,3,0,0,0,0,0
BZW1,6504,7742,5764,7309,4972,5736
RNU6-31P,0,0,0,0,0,0
BICD1P1,2,0,0,0,0,0
RNA5SP115,0,0,0,0,0,0
CLK1,2879,3275,1280,2822,2523,2130
AC005037.2,6,9,2,2,2,0
PPIL3,802,833,592,925,749,1093
RNU6-312P,2,6,2,8,0,0
NIF3L1,771,713,401,633,530,1234
RNU6-762P,3,0,2,4,6,4
ORC2,743,769,290,785,577,571
AC005037.1,0,0,0,0,0,0
FAM126B,692,705,476,769,562,502
HNRNPA1P35,8,0,0,1,2,0
RPL23AP30,0,0,0,0,2,2
NDUFB3,1617,1427,1638,1960,1255,2133
RNU6-1206P,0,0,0,0,2,0
AC007272.2,0,0,0,0,0,0
AC007272.1,0,0,0,0,0,0
RPL17P10,0,0,0,0,0,0
CFLAR,1965,992,1740,849,1577,2025
IMPDH1P10,0,0,1,1,2,0
CFLAR-AS1,19,5,16,7,13,24
RNU7-45P,1,2,0,1,0,0
AC007283.2,0,0,0,0,6,2
AC007283.1,0,0,0,0,0,0
CASP10,94,47,26,59,41,84
MTND5P25,0,0,0,0,0,0
MTND4P23,0,0,0,0,0,0
MTND4LP13,0,0,0,0,0,0
CASP8,117,157,93,147,111,190
FLACC1,40,43,36,37,41,43
TRAK2,4923,6234,6290,6951,3852,6724
STRADB,2188,2356,1690,2271,1813,2535
AC007256.1,2,11,8,6,4,9
AC080069.1,0,0,0,0,0,0
C2CD6,9,12,7,15,35,0
MTCO2P16,1,0,0,0,0,0
MTATP6P16,0,0,0,1,0,0
MTCO3P16,0,0,0,0,0,0
MTND3P16,0,0,0,0,0,0
MTND4LP16,0,0,0,0,0,0
MTND4P29,0,0,0,0,0,0
MTND5P31,0,0,0,0,0,0
TMEM237,1452,1428,772,1288,1137,1821
ENO1P4,0,0,0,0,0,0
AC007279.2,11,0,2,0,3,4
MPP4,6,6,3,4,2,0
RNU6-651P,0,0,0,1,0,0
ALS2,4706,3714,4055,4454,3451,7630
AC007279.1,12,0,7,3,6,14
CDK15,21,4,0,4,5,16
AC007242.1,0,0,0,0,0,0
UBE2V1P11,0,0,0,0,0,0
RNU6-440P,0,0,0,0,0,0
AC069148.1,0,4,2,0,0,0
FZD7,564,988,288,620,346,262
KIAA2012,4,28,5,0,11,2
KIAA2012-AS1,0,0,0,0,0,0
AC079354.3,0,2,0,0,0,0
AC079354.2,0,0,1,0,3,0
PSMA2P3,0,0,0,0,0,0
DAZAP2P1,0,2,1,4,0,0
SUMO1,3459,3919,2938,3853,2811,2610
AC079354.1,0,0,0,0,3,0
NOP58,1819,1707,1078,1598,1433,1483
SNORD70,0,0,0,1,0,0
SNORD70B,0,0,0,0,0,0
SNORD11B,3,2,0,2,0,3
SNORD11,1,0,4,2,0,0
AC064836.4,4,11,1,9,3,4
RN7SL753P,0,0,0,0,0,0
AC064836.1,0,0,0,0,0,0
AC064836.2,0,0,0,0,0,0
RN7SL40P,0,0,0,4,2,0
AC064836.3,49,18,61,9,14,32
BMPR2,6240,7283,5776,8504,5683,5137
H3P8,0,0,1,4,0,0
AC073410.1,2,0,4,11,0,4
MTCO1P17,0,0,0,2,0,0
MTCO2P17,0,0,0,0,0,0
MTATP6P17,0,0,0,0,0,0
MTCO3P17,0,0,0,0,0,0
MTND3P17,0,0,0,0,0,0
MTND4LP17,0,0,0,0,0,0
MTND4P30,0,0,0,4,0,0
MTCO1P54,0,0,0,0,0,0
FAM117B,556,536,378,578,510,433
ICA1L,219,183,140,187,137,117
AC098831.1,0,0,0,0,0,0
KRT8P15,0,0,0,0,0,0
WDR12,2091,2070,1330,1896,1545,2416
CARF,248,459,243,431,361,284
AC010900.1,7,2,2,3,7,0
AC010900.2,0,0,0,0,0,0
NBEAL1,627,417,444,671,419,499
RPL7P14,0,0,0,0,0,0
AC023271.1,0,0,0,0,0,0
AC023271.2,0,0,0,0,0,0
RPL23AP36,0,4,0,0,0,0
RPL12P16,0,0,0,0,0,0
CYP20A1,958,924,663,988,745,698
RN7SL670P,0,0,0,0,0,0
MRPL50P2,0,0,0,0,0,0
ABI2,6113,5689,4299,5777,4872,4057
AC080075.1,0,0,2,0,6,0
RAPH1,338,392,343,434,229,469
AC125238.2,0,0,0,0,0,0
AC125238.1,0,0,0,0,0,0
CD28,1,0,0,0,2,0
KRT18P39,0,2,0,0,0,0
NPM1P33,0,0,0,0,0,0
RNU6-474P,0,0,0,0,0,0
CTLA4,8,2,5,6,3,2
ICOS,0,0,0,0,0,0
AC009965.2,0,0,0,0,0,0
AC009965.1,0,0,0,0,0,0
AC009498.1,0,0,0,0,0,0
DSTNP5,0,0,0,0,0,0
AC106901.1,0,0,0,0,0,0
AC016903.1,0,0,0,0,0,0
AC016903.2,1,0,0,0,0,0
PARD3B,570,524,381,521,393,653
AC007736.1,0,0,0,0,0,0
AC008171.1,0,0,0,0,0,0
NRP2,2872,4723,1053,3242,2031,2734
AC007362.1,3,6,13,8,0,16
RN7SKP178,0,0,0,0,0,0
PPIAP68,0,0,0,0,0,0
AC007679.2,0,0,0,0,0,0
INO80D,662,801,645,831,528,446
AC007679.4,0,0,0,0,0,0
AC007679.1,0,0,0,0,0,0
AC007679.3,0,0,0,0,0,0
AC007383.2,133,153,91,124,126,24
NDUFS1,9872,10312,8704,11110,7817,16138
AC007383.3,0,0,0,0,0,0
GCSHP3,0,0,0,0,0,0
EEF1B2,10883,10057,7412,9157,8668,20080
AC007383.4,0,0,0,0,0,0
AC007383.5,0,0,0,0,0,0
