Geneid,NCH3_2_DAPT,NCH3_1_DAPT,NCH1_2_DAPT,NCH3_2_DMSO,NCH1_1_DAPT,NCH1_1_DMSO,NCH1_2_DMSO,NCH3_1_DMSON
RPL5P5,0,0,0,0,0,0,1,0
AL356273.1,0,0,0,0,0,0,0,0
AL356273.2,0,0,0,0,0,0,0,0
AL356273.3,0,0,2,0,0,0,2,0
AL356273.5,0,0,0,0,0,0,0,0
AL356273.4,12,4,11,16,20,6,8,10
AL356273.6,167,247,44,129,115,65,31,32
IVNS1ABP,12576,9329,7081,8796,15452,15624,9443,3746
AL078644.2,59,39,20,12,78,37,39,27
AL078644.1,16,3,0,6,3,5,0,6
RNU7-183P,0,0,0,0,0,0,0,0
MCRIP2P2,0,0,0,0,0,0,0,0
AL133383.4,0,0,0,0,0,0,0,0
LINC01350,8,0,0,0,0,0,0,0
AL133383.2,3,0,0,0,0,0,0,0
AL133383.1,0,0,0,0,0,0,0,0
AL133383.3,0,0,0,0,0,0,3,0
HMCN1,1257,1002,344,674,1373,628,474,756
AL133553.1,0,0,0,0,0,0,8,0
AL133553.2,0,0,0,0,0,0,0,0
PRG4,14,1,0,2,3,3,8,0
TPR,7589,7544,7862,5701,7305,7059,7865,4430
RNU6-1240P,0,0,0,0,0,0,0,0
ODR4,986,844,873,677,754,799,864,582
OCLM,19,3,7,3,0,3,6,3
AL096803.2,43,91,17,29,13,24,29,18
PDC,14,2,0,5,4,1,14,9
AL096803.4,0,0,0,0,0,0,0,0
AL096803.1,6,2,2,2,6,0,0,3
AL096803.3,0,0,0,4,0,2,0,7
AL049198.1,0,0,0,0,0,0,0,0
PTGS2,10,41,18,37,13,4,155,0
PACERR,0,0,0,0,0,0,2,0
PLA2G4A,10,12,107,18,14,18,108,4
ERVMER61-1,48,24,16,17,13,25,44,14
AL391813.1,0,0,0,0,1,0,0,0
FDPSP1,0,4,2,1,9,6,0,8
AL357559.1,0,0,0,0,0,0,0,0
SLC4A1APP2,0,0,0,0,0,0,0,0
AL645474.1,0,0,0,0,0,0,0,0
AL136372.2,0,0,0,0,0,0,0,1
AL136372.1,0,0,0,0,0,0,0,0
RN7SKP156,0,0,0,0,0,0,0,0
AL596211.1,0,0,0,0,0,0,0,0
AL592447.1,0,0,0,0,0,0,0,0
AL929288.1,0,0,0,0,0,0,0,0
AL929288.2,0,0,0,0,0,0,0,0
RPS3AP9,0,0,0,0,0,0,0,0
AL691515.1,0,0,7,0,0,0,0,0
AL691515.2,0,0,0,0,0,0,0,0
LINC01035,0,0,0,0,0,0,0,0
CLPTM1LP1,0,0,0,0,0,0,0,0
GAPDHP75,0,0,0,0,0,0,0,0
RNA5SP73,0,0,0,0,0,0,0,0
LINC01701,0,0,0,0,0,0,0,3
AL591504.1,0,0,0,0,0,0,0,0
AL591504.2,0,0,0,0,0,6,0,0
AL359976.1,0,2,0,0,0,0,0,0
BRINP3,717,1260,240,712,618,711,273,381
AL354771.1,0,0,0,0,0,0,0,0
LINC01351,11,46,10,39,34,32,24,51
AL391645.1,0,0,0,0,0,0,0,0
LINC01720,0,4,0,0,0,0,0,0
AL139135.1,0,0,0,0,0,0,0,0
AL139135.2,0,0,0,0,0,0,0,0
AL138927.1,0,4,0,0,0,0,0,0
HNRNPA1P46,0,0,0,0,0,0,0,0
AL713866.1,0,0,0,0,0,0,0,0
AL713866.2,0,0,0,0,0,0,0,0
LINC01680,0,0,0,0,0,0,0,0
LINC02770,0,4,4,2,7,8,0,0
AL359081.1,0,0,0,0,0,0,0,0
RGS18,0,0,0,0,0,6,0,0
AL390957.1,28,6,10,12,15,12,4,16
AL513175.1,2,1,0,0,0,2,0,0
AL513175.2,11,7,20,11,7,14,19,10
RGS21,0,0,0,0,10,0,9,0
AL136987.1,0,0,0,0,0,0,0,0
RGS1,0,6,38,0,6,16,23,0
RGS13,2,2,72,16,0,0,134,6
AL136454.1,0,4,4,2,2,3,4,0
MIR4426,0,0,0,0,0,0,0,0
AL035407.2,0,0,0,0,0,0,0,0
AL035407.1,0,0,0,0,0,0,0,0
RGS2,447,343,984,327,339,466,1038,176
RN7SKP126,0,0,0,0,0,0,0,0
ZNF101P2,0,6,2,0,0,0,2,2
UCHL5,1085,789,1293,738,994,1073,1643,648
SCARNA18B,0,0,0,0,0,0,0,0
RO60,2948,2587,1950,1984,2461,2189,2184,1347
GLRX2,866,1008,566,635,782,918,588,922
CDC73,2425,2275,1778,1650,1965,2171,2119,1597
MIR1278,0,0,0,0,0,0,0,0
B3GALT2,1527,1630,218,1353,1825,1803,375,1217
AL390863.1,7,7,0,0,0,0,0,0
LINC01031,12,0,8,2,4,4,8,0
AL138778.1,51,54,6,20,37,37,0,18
AL136456.1,0,7,0,0,2,10,0,3
AL357793.1,0,0,0,0,0,0,0,0
AL357793.2,0,0,0,0,0,0,0,0
RPL23AP22,0,0,0,0,0,0,0,0
EEF1A1P14,6,0,0,4,8,17,0,4
AL513348.1,2,0,0,0,0,0,0,0
RNU6-983P,0,0,0,0,0,0,0,0
AL353072.1,0,0,0,0,0,0,0,0
AL353072.2,0,0,0,0,0,0,0,0
AL353709.1,0,0,0,0,0,0,0,0
LINC01724,0,0,0,0,0,0,0,0
KCNT2,56,49,363,71,51,104,449,20
MIR4735,0,0,0,0,0,0,0,0
CFH,34,77,172,108,4,56,923,0
CFHR3,0,4,17,2,8,4,68,14
CFHR1,0,0,0,0,0,0,0,0
BX248415.1,0,0,0,0,0,0,0,0
CFHR4,0,0,0,0,0,0,0,0
CFHR2,0,0,0,0,0,0,0,0
AL139418.1,0,0,0,0,0,0,0,0
CFHR5,2,0,0,0,0,0,0,4
F13B,6,0,0,0,0,0,0,0
ASPM,1538,1923,5000,991,1701,1858,4259,796
SEPTIN14P12,2,2,8,2,0,0,0,0
ZBTB41,1355,1280,763,877,1367,1118,893,453
AL513325.1,0,0,0,0,0,0,0,0
CRB1,14,2,31,7,0,11,4,8
MRPS21P3,0,0,0,0,0,0,0,0
AL136322.1,0,0,1,0,0,0,0,0
DENND1B,2025,1581,655,1309,2363,1784,865,655
AL365258.1,0,0,0,0,0,0,0,0
EEF1A1P32,0,0,0,0,6,0,0,0
AL365258.3,0,0,0,0,0,0,0,0
FAM204BP,0,2,0,6,2,0,0,0
AL365258.2,1,0,0,0,0,0,0,0
C1orf53,306,148,84,147,315,252,89,128
LHX9,19,0,75,0,2,14,108,0
NEK7,13516,14073,2233,9182,12450,11802,5369,9786
PRR13P1,0,0,0,0,0,0,0,0
AL450352.1,0,0,0,0,0,0,0,0
ATP6V1G3,0,0,0,0,9,0,0,0
AL157402.1,0,0,0,0,0,0,0,0
PTPRC,0,0,8,0,0,0,4,6
AL157402.2,0,0,0,0,0,0,0,0
PEBP1P3,0,0,0,0,0,0,0,0
MIR181A1HG,10,10,2,4,7,6,6,4
MIR181B1,0,0,2,0,0,0,0,0
MIR181A1,0,0,0,0,0,0,0,0
AC096631.2,0,0,0,0,0,0,0,0
AC096631.1,0,0,0,0,0,0,0,0
LINC01222,0,0,0,0,0,0,0,0
LINC01221,0,0,0,0,0,0,0,0
AC105941.1,0,0,0,0,0,0,0,0
LINC02789,0,0,0,0,0,0,0,0
RPL23AP16,0,0,0,0,0,0,0,0
AC099335.1,0,0,0,0,0,0,0,0
AL596266.1,0,0,0,0,0,0,0,0
AL445687.1,0,0,0,0,0,0,0,0
RNU6-778P,0,0,0,0,0,0,0,0
AL445687.2,0,0,0,0,0,0,0,0
RNU6-716P,0,0,0,0,0,0,0,0
RNU6-609P,0,0,0,0,0,0,0,0
NR5A2,9,4,113,2,5,38,111,0
RNU6-570P,0,0,2,0,0,0,0,0
AC096633.1,0,0,2,0,0,0,0,0
CCNQP1,0,0,0,0,0,0,0,0
LINC00862,26,26,0,40,7,8,12,8
AC097065.2,0,0,0,0,0,0,0,0
AC097065.1,4,4,0,0,0,0,0,4
AC104461.1,13,18,86,6,2,20,78,16
ZNF281,1326,1056,2004,988,1252,1385,2049,560
AL359834.1,5,0,0,0,2,0,0,0
KIF14,632,765,1849,446,749,789,1609,458
DDX59,436,430,571,346,325,369,591,306
DDX59-AS1,0,0,6,0,11,6,14,0
CAMSAP2,3345,2991,2266,1992,3142,2963,2378,1551
RPL34P6,0,0,0,0,0,4,0,0
GPR25,0,0,0,0,0,0,0,0
INAVA,10,18,1348,18,50,106,1222,0
MROH3P,0,0,0,0,0,0,0,0
RNU6-704P,0,0,0,0,0,0,0,0
KIF21B,168,58,1664,221,56,99,1554,50
AL358473.1,10,19,257,3,0,10,146,10
AL358473.2,0,0,0,0,5,0,0,0
CACNA1S,91,33,10,28,154,49,10,126
ASCL5,0,0,2,20,14,13,9,4
TMEM9,2094,2119,3578,1827,2099,2070,3740,1739
IGFN1,0,0,21,0,0,0,2,0
AC103925.1,0,0,0,0,0,0,4,0
PKP1,2,0,4,4,4,0,8,0
TNNT2,10868,13117,2965,15416,9941,12838,7475,9677
AC119427.2,122,122,29,222,71,108,62,145
LAD1,667,458,174,368,406,353,200,482
AC119427.1,42,19,11,16,18,9,18,35
TNNI1,145955,151906,25136,124005,132265,141506,69288,116179
AC096677.3,0,0,0,0,0,0,0,0
PHLDA3,5017,4552,1950,3838,5404,4967,2657,3627
AC096677.2,0,0,0,0,0,0,0,0
CSRP1,2032,2015,283,998,1084,1088,819,1691
AC096677.1,16,19,0,14,4,0,0,17
RPS10P7,41,31,0,7,12,15,19,34
NAV1,61047,52918,4770,48695,35839,32423,13284,35290
AC092800.1,6,7,2,1,0,2,0,0
IPO9-AS1,32,11,14,9,6,9,17,2
MIR5191,1,10,0,2,0,0,0,0
AL645504.1,57,72,28,79,26,20,36,56
RNU6-501P,2,4,0,0,6,0,2,0
MIR1231,0,0,0,0,0,0,0,0
IPO9,7490,7135,6529,6451,5731,6005,7239,5123
MIR6739,10,2,1,12,2,6,4,6
SHISA4,778,815,117,608,444,496,327,582
AL513217.1,4,8,0,5,3,19,2,1
LMOD1,6443,5707,755,4108,6655,6227,2070,4928
TIMM17A,2967,2344,2186,1494,2705,2082,2322,1776
SNORA70H,0,0,0,0,0,4,0,0
RPL10P4,0,0,0,0,0,0,0,0
RNPEP,1384,1151,2079,1144,1200,1420,2255,832
ELF3-AS1,87,81,71,70,75,63,141,30
MIR6740,0,0,0,2,1,0,0,0
ELF3,144,173,421,110,262,367,343,68
AL691482.4,0,0,1,2,0,7,10,0
AL691482.2,0,0,0,0,0,0,0,0
AL691482.3,0,0,0,0,0,0,0,0
AL691482.1,0,0,0,0,0,0,0,0
CRIP1P3,0,0,0,0,2,0,0,0
GPR37L1,0,10,12,6,6,6,17,0
ARL8A,1673,1675,1328,1338,1947,1805,1506,898
PTPN7,6,0,6,0,0,3,0,0
PTPRVP,15,0,4,6,8,2,28,0
LGR6,1,0,31,8,9,8,21,0
UBE2T,1312,1113,1868,651,1605,1488,1855,699
PPP1R12B,116811,83918,8654,79016,66777,59203,27516,61502
CYCSP4,0,0,2,0,2,0,2,0
RNU6-89P,0,0,0,0,0,0,0,0
AC099336.1,19,11,0,24,13,3,4,3
AC099336.2,18,14,96,15,25,29,63,20
AC099336.3,12,24,2,28,2,0,0,0
SYT2,689,385,178,388,213,181,157,204
AC104463.2,122,66,7,98,78,49,4,52
AC104463.1,125,41,0,35,9,0,0,33
KDM5B,7718,6777,7405,6088,7265,7323,8430,4132
AC098934.3,3,0,2,4,0,3,10,2
SLC25A39P1,2,6,18,10,3,0,0,0
AC098934.4,0,0,0,0,0,0,0,0
PCAT6,299,287,297,205,316,264,361,173
MGAT4EP,0,2,9,0,0,0,2,0
AC098934.1,194,135,456,94,220,142,377,165
AC098934.2,17,51,62,26,43,36,106,34
RABIF,560,483,451,307,571,533,585,406
KLHL12,2043,1748,1956,1519,1590,1498,2069,1252
HNRNPA1P59,6,3,0,0,4,5,2,2
AC096632.1,0,0,2,1,0,0,9,0
ADIPOR1,5601,5157,2513,4508,4863,4955,3730,3799
CYB5R1,3506,4034,972,3553,4058,4541,2963,3761
MGAT4FP,0,0,0,0,0,0,0,0
AC096632.2,0,0,0,0,0,0,0,0
TMEM183A,2985,2517,3687,1840,2681,2646,3708,1706
PPFIA4,5920,6826,1404,7180,6229,7776,4422,4475
MYOG,20,44,10,25,21,54,14,8
ADORA1,1549,1127,173,1008,1323,1040,241,637
AC105940.2,53,54,2,26,33,27,11,9
AC105940.1,5,2,0,4,2,0,0,0
MYBPH,30,9,0,9,14,0,8,20
CHI3L1,29,13,6,4,12,13,0,0
CHIT1,35,22,10,15,0,10,0,4
NPM1P40,0,0,0,0,0,0,0,0
LINC01353,3,8,0,12,4,14,2,8
LINC01136,9,0,12,2,16,8,10,0
BTG2,2071,2176,2748,2043,4404,4354,3587,1011
RNU6-487P,0,0,0,0,0,0,0,0
FMOD,6,8,234,20,29,136,463,2
AL359837.1,0,0,0,0,0,0,0,0
LARP7P1,0,0,0,0,0,0,0,0
PRELP,12,2,38,10,6,14,52,0
OPTC,0,2,8,0,4,6,0,0
ATP2B4,24142,29587,4067,22169,22395,26879,11452,21478
AL513343.1,2,2,1,14,0,9,2,1
SNORA77,9,27,2,27,20,2,9,8
LAX1,0,0,0,0,6,6,4,0
ZC3H11A,6,5,4,6,7,10,28,3
ZBED6,47,22,8,37,23,63,27,27
AC114402.2,2,4,2,7,0,0,2,0
AC114402.1,21,6,4,2,0,4,1,0
SNRPE,1107,1365,4652,860,1607,1389,3890,597
KRT8P29,8,4,8,2,0,0,1,0
HSPE1P6,1,5,0,0,0,0,0,1
CBX1P3,0,0,0,0,0,0,1,0
AC096645.1,0,0,0,0,4,0,0,0
LINC00303,0,0,0,0,0,0,0,0
AL592146.2,0,0,0,0,0,0,0,0
SOX13,313,478,3632,444,323,381,3804,406
AL592146.1,0,0,0,0,0,0,0,0
ETNK2,559,539,504,587,560,517,707,333
ERLNC1,1,2,0,2,2,7,0,0
REN,0,0,16,0,0,0,6,0
AL592114.2,0,0,0,0,0,0,0,0
KISS1,18,4,0,10,12,4,0,18
GOLT1A,4,4,30,2,18,13,16,35
PLEKHA6,5637,4775,1160,4448,3440,3467,1302,2605
AL592114.3,5,1,0,0,0,4,0,0
AL592114.1,0,1,2,1,4,2,2,0
LINC00628,0,0,0,0,0,0,0,0
AL606489.1,6,16,18,2,14,1,2,0
AL606489.2,1,0,0,0,0,0,0,0
PPP1R15B,2399,2420,2169,1846,2136,2230,3053,1133
PIK3C2B,898,821,1703,817,765,842,1697,542
MDM4,1907,1938,1911,1951,1521,1851,2189,1249
AL512306.1,0,0,0,1,1,0,2,0
RNA5SP74,4,0,0,1,0,0,0,0
AL512306.3,0,0,2,0,0,0,0,0
LRRN2,34,99,333,64,36,64,333,62
AL512306.2,2,2,4,0,0,4,2,0
AL161793.1,0,0,0,0,0,0,0,0
RNA5SP75,0,0,0,0,0,0,0,0
AL161793.2,0,0,0,0,0,0,0,0
AC096675.1,0,0,0,0,0,0,0,0
NFASC,344,206,222,153,206,220,246,101
AL391822.1,0,0,0,2,0,1,0,2
CNTN2,4,0,341,16,14,10,132,2
TMEM81,114,86,62,102,40,48,42,35
RBBP5,899,910,896,775,783,692,930,607
AL583832.1,14,10,4,4,9,13,12,2
AC093422.3,0,0,0,0,0,0,0,0
DSTYK,1240,1209,914,975,1129,1173,1015,544
AC093422.1,0,0,4,0,0,0,0,0
TMCC2,353,461,277,265,218,204,297,398
AC093422.2,0,0,2,0,0,0,0,0
NUAK2,167,130,448,78,107,100,415,58
KLHDC8A,33,30,106,2,1,2,95,10
SNRPGP10,4,1,36,11,25,7,32,4
LEMD1-AS1,0,0,8,7,12,0,0,0
LEMD1,1,10,81,2,4,1,28,0
BLACAT1,14,4,349,13,21,18,644,10
MIR135B,0,0,0,0,0,4,0,0
LEMD1-DT,4,2,36,6,2,8,14,0
CDK18,753,950,689,852,527,464,1195,658
RNU2-19P,0,0,0,0,0,0,0,0
MFSD4A,29,37,24,41,30,20,36,21
RNU6-418P,0,0,13,0,0,2,9,0
ELK4,1928,1652,1111,1379,1855,1693,1421,1007
AC096533.1,0,10,1,8,0,0,0,0
SLC45A3,94,80,440,31,72,83,385,79
AC096533.2,0,0,0,0,0,0,0,0
NUCKS1,17400,17992,30781,14130,18525,20311,30213,12028
AC119673.1,0,0,0,0,0,0,6,0
RAB29,557,460,265,487,415,326,286,262
AC119673.2,0,1,0,0,0,0,0,0
SLC41A1,5455,4670,1285,4349,5656,5605,2489,2505
AC119673.3,51,58,17,51,130,65,25,36
PM20D1,19,7,2,10,6,2,1,24
SLC26A9,122,271,99,206,288,276,219,234
AL713965.1,0,0,0,0,0,0,0,0
RAB7B,153,154,66,154,68,75,223,189
CTSE,6,0,89,0,28,75,44,0
BX571818.1,0,0,0,0,0,0,0,0
RHEX,0,0,8,0,0,0,10,4
AC244035.3,0,0,0,0,0,0,0,0
AVPR1B,0,0,4,0,0,2,20,2
AC244035.1,0,0,0,0,0,0,0,0
AC244035.4,0,0,0,0,0,0,0,0
RPL22P4,0,0,0,0,0,0,0,0
AC244035.2,0,0,0,0,0,0,0,0
FAM72A,55,90,122,39,40,59,209,62
SRGAP2,1224,1111,1909,763,1051,984,2106,1104
AC244023.1,0,2,2,3,0,2,0,0
IKBKE,282,433,295,198,244,178,394,292
MIR6769B,0,0,0,0,0,0,0,0
C1orf147,0,15,8,4,7,0,39,7
AC244034.2,1,0,0,0,0,0,0,0
RASSF5,590,1111,402,997,897,1276,844,1191
AC244034.1,0,0,0,0,0,0,0,0
AC244034.3,4,0,0,0,4,0,0,6
EIF2D,1322,1595,2401,1393,1343,1705,2430,1258
DYRK3-AS1,36,30,0,4,1,4,0,8
DYRK3,1885,1520,747,1345,1613,1438,940,589
MAPKAPK2,12557,11798,5844,11062,10361,11008,8881,9481
AL591846.2,1,16,2,0,0,1,8,0
AL591846.1,0,1,0,0,0,0,0,0
IL10,0,0,0,0,0,0,0,0
IL19,10,0,0,4,1,0,6,0
IL20,0,0,0,0,0,0,0,0
IL24,0,0,0,0,0,6,8,0
FCMR,58,147,10,105,51,102,27,75
AC098935.2,0,0,0,0,0,0,0,0
AC098935.1,0,0,0,0,3,0,0,0
PIGR,0,0,2,0,0,0,0,2
FCAMR,0,0,0,0,0,0,0,0
C1orf116,30,22,40,22,35,71,38,16
PFKFB2,1382,889,363,800,895,751,476,839
YOD1,722,727,1137,500,808,855,1092,332
C4BPB,0,8,2,4,0,2,0,1
C4BPA,0,1,2,0,0,0,0,0
AL445493.3,11,0,0,0,2,0,0,0
AL445493.1,0,1,0,0,0,0,0,0
C4BPAP1,2,0,0,0,0,1,0,0
AL445493.2,0,0,0,0,0,0,0,0
C4BPAP2,0,0,0,2,0,0,0,0
AL596218.1,7,1,0,0,2,0,4,0
CD55,1070,825,915,680,856,817,1110,498
AL391597.1,0,0,0,0,0,0,0,0
CR2,8,2,0,0,2,4,0,0
CR1,0,0,5,2,0,6,21,0
AL137789.1,0,0,0,0,0,0,0,0
CR1L,0,0,42,0,0,2,49,0
CD46P1,0,0,0,0,0,0,0,0
CDCA4P3,0,0,0,0,0,0,0,0
RNA5SP534,0,0,0,0,0,0,0,0
AL137789.2,0,0,1,0,0,0,0,0
CD46,6246,5332,4849,4496,5188,5081,5546,3727
CDCA4P4,0,2,0,0,0,0,0,0
MIR29B2CHG,10,2,6,2,12,0,8,0
MIR29C,0,0,0,0,0,0,0,0
MIR29B2,0,0,0,0,0,0,0,0
CD34,0,0,126,7,0,0,434,0
AL356275.1,0,0,0,0,0,0,0,0
LINC02767,10,2,4,0,0,0,4,0
PLXNA2,8903,6894,3085,4348,8336,8260,3985,4167
AL590138.1,8,3,0,0,3,0,0,4
AL606753.1,0,0,0,0,2,0,0,0
AL606753.2,2,6,8,0,14,8,0,6
LINC01735,2,2,0,0,0,0,0,4
LINC02769,0,0,0,0,0,0,0,0
RPS26P13,0,0,0,0,0,0,0,0
LINC01717,0,2,0,0,0,0,0,3
LINC01774,0,0,0,0,0,0,0,0
AC104465.1,0,0,0,0,0,0,0,0
AC092810.4,0,0,0,0,0,0,0,0
AC092810.3,2,0,4,8,0,3,16,0
AC092810.2,0,0,0,0,0,0,0,0
AC092810.1,0,0,0,0,0,0,0,0
ATP5MC2P1,0,0,0,0,0,0,0,0
LINC01696,0,0,0,0,0,0,0,0
LINC01698,0,0,2,0,0,0,0,0
MIR205HG,0,8,585,2,6,10,486,0
MIR205,0,0,0,0,0,0,3,0
AL023754.1,4,0,0,0,0,2,0,4
AL023754.2,0,0,0,0,0,0,0,0
CAMK1G,39,71,63,42,21,18,77,50
LAMB3,93,157,34,104,86,95,73,44
MIR4260,0,0,0,0,0,0,0,0
HSD11B1-AS1,4,2,2,21,12,0,6,14
G0S2,824,1146,502,1151,1239,1634,599,698
HSD11B1,0,0,0,0,0,12,1,2
ADORA2BP1,0,0,0,0,0,0,0,0
TRAF3IP3,25,16,6,26,12,25,8,2
C1orf74,209,97,235,137,120,236,181,55
IRF6,295,316,382,449,465,695,632,244
UTP25,489,571,1058,361,447,560,895,192
SYT14,20,28,79,8,32,28,32,10
AL022397.1,0,0,0,0,0,0,0,0
SERTAD4-AS1,46,47,55,21,44,36,106,8
SERTAD4,84,147,191,109,98,131,243,8
ST13P19,2,0,1,2,1,2,1,0
AL035414.1,0,0,0,0,0,0,0,0
HHAT,398,459,417,509,437,602,411,335
AL034351.4,0,0,2,0,4,0,0,0
RNU5A-8P,0,0,0,0,0,0,0,0
AL034351.3,0,0,2,0,0,0,0,0
AL034351.1,0,0,0,0,0,0,0,0
KCNH1,23,7,4,2,4,21,4,4
AC096636.1,0,0,0,0,0,0,0,0
AL590132.1,0,1,0,0,0,0,0,0
IPO8P1,0,0,0,0,0,0,0,0
AC092017.3,0,0,0,0,0,0,0,0
AC092017.4,0,0,10,0,0,0,10,0
KCNH1-IT1,0,4,0,0,0,0,0,0
AC092017.2,2,1,4,0,0,3,3,0
AC092017.1,4,4,12,2,30,12,40,2
RCOR3,2250,2139,1667,1813,1970,2357,1747,1364
TRAF5,182,172,444,184,75,61,563,76
AL590101.1,0,5,0,1,2,0,0,0
LINC00467,356,409,587,301,307,317,459,189
SNX25P1,2,0,1,1,0,0,2,8
ARPC3P2,4,0,10,0,0,0,0,0
RD3,10,16,17,8,14,4,22,0
AC105275.1,0,0,0,0,0,0,0,0
SLC30A1,1866,1477,739,1107,2068,2082,756,759
AC105275.2,0,0,0,0,0,0,0,0
AL356310.1,0,0,0,0,0,1,0,4
LINC01693,0,0,0,0,0,0,0,0
NEK2,593,700,1321,385,680,620,1193,359
FDPSP8,0,1,0,0,0,0,6,2
AC096637.3,8,0,4,5,0,0,14,4
AC096637.2,0,0,0,0,0,0,0,0
LPGAT1,2894,2727,1263,1774,2100,1868,1627,1802
RN7SL344P,0,0,0,0,0,0,0,0
AC096637.1,1,0,0,1,3,1,0,0
LPGAT1-AS1,0,0,0,0,0,0,0,0
AC092814.2,20,0,16,0,0,1,0,0
INTS7,852,842,1305,630,897,951,1250,576
AC092814.1,0,0,0,0,0,0,0,0
DTL,953,1148,2349,855,1120,1526,2779,591
RPL21P28,119,193,375,113,209,209,288,133
MIR3122,0,4,0,5,3,1,2,1
RN7SKP98,0,0,0,0,0,0,0,0
AL606468.1,2,0,6,0,0,0,0,0
LINC02608,7,2,0,0,16,10,2,10
PPP2R5A,4683,4919,1949,3825,3955,4929,3045,4476
AL360091.2,4,0,1,0,0,0,0,0
AL360091.3,2,0,0,0,0,0,0,0
RPL23AP18,0,0,0,14,0,2,0,0
SNORA16B,2,0,10,0,7,2,0,0
AL360091.1,3,4,0,3,1,8,1,0
PACC1,213,210,1214,157,209,142,1135,106
AC092803.3,0,0,23,2,2,0,16,0
NENF,365,431,2135,419,431,513,1622,449
LINC02771,0,0,0,0,0,0,0,0
AC092803.2,0,0,0,0,0,0,0,0
LINC01740,0,0,0,0,0,0,0,0
AC092803.1,14,43,35,6,10,44,42,9
AC092803.4,2,2,0,0,0,0,4,0
ATF3,1281,1850,552,1073,943,1201,778,1036
AL590648.2,0,0,0,0,0,0,0,0
FAM71A,0,0,0,2,0,0,0,0
AL590648.1,0,0,0,0,0,0,0,0
LINC02773,10,5,0,0,8,4,0,12
BATF3,7,0,49,3,0,5,41,0
NSL1,1390,1247,1691,873,1020,1087,1575,773
TATDN3,720,682,780,472,566,539,856,416
AC104333.3,0,0,0,0,0,0,0,0
SPATA45,0,0,0,5,1,10,0,1
FLVCR1-DT,43,79,214,47,129,142,155,26
AC104333.1,0,0,0,0,0,0,0,0
AC104333.2,4,0,0,0,1,0,0,0
FLVCR1,448,543,1172,389,401,537,1205,355
AC104333.4,0,0,3,0,0,0,4,0
VASH2,83,75,1601,62,205,286,1663,50
ANGEL2,1073,968,1698,848,832,1006,1688,514
RPS6KC1,1392,1438,1413,917,932,1196,1429,845
RPL31P13,0,0,0,0,0,0,1,0
AL592402.1,0,0,0,0,5,0,0,0
AC096639.1,5,0,0,0,0,0,0,0
PROX1-AS1,313,295,97,367,230,262,102,193
LINC00538,8,0,4,13,4,0,0,1
PROX1,4580,3731,647,3336,3877,3524,1196,1906
AC011700.1,76,88,9,77,72,68,15,34
AL606537.1,20,17,0,62,18,4,0,14
LINC02775,4,4,0,2,2,0,0,4
SMYD2,5534,5181,2232,4793,6241,6728,3479,3712
AL929236.1,1,4,0,8,0,4,2,0
PTPN14,1607,1156,1143,1147,1370,1430,1269,485
AL445305.1,1,6,1,0,0,0,0,3
KRT18P12,0,0,0,0,0,0,0,0
CENPF,3521,4567,13372,2352,4617,4730,10959,2228
ABHD17AP3,33,14,0,24,24,8,3,3
UBE2V1P13,6,0,0,4,0,2,8,0
GAPDHP24,0,0,0,0,0,0,0,0
AC099563.1,0,0,0,0,0,0,0,0
AC099563.2,0,0,4,0,0,0,0,0
KCNK2,8,2,8,11,10,21,8,0
VDAC1P10,0,0,0,0,4,0,0,0
AL450990.1,0,0,0,0,0,0,0,0
KCTD3,2121,2575,3046,1749,2229,2676,3255,1623
USH2A,190,109,38,124,102,104,30,46
AC092799.1,0,0,0,0,0,0,0,0
AL358452.1,0,0,0,0,0,0,0,0
AC093581.1,0,0,0,0,0,0,0,0
AC138024.1,0,0,0,0,0,0,0,0
MRPS18BP1,0,0,0,0,0,0,0,0
ESRRG,1783,2338,415,1656,1356,1612,725,1630
GPATCH2,750,719,948,630,1029,951,805,445
SPATA17,17,46,130,22,14,28,61,16
SPATA17-AS1,6,0,0,0,0,0,0,0
UBBP2,0,1,1,0,3,1,3,2
LINC00210,0,0,12,0,0,0,0,0
AL355526.1,0,0,0,0,0,0,0,0
LINC01653,0,0,0,0,0,0,1,0
AL355526.2,0,0,0,0,0,0,1,0
RNU1-141P,0,0,0,0,0,0,0,0
RRP15,1486,1265,1699,1193,1700,1822,1823,1149
AC096638.2,0,0,0,0,0,0,0,0
AC096638.1,1,0,4,0,0,0,0,0
TGFB2-AS1,14,16,0,23,22,12,6,15
TGFB2,5329,4661,1053,2303,4218,4037,2166,2706
TGFB2-OT1,0,0,0,0,0,0,0,0
C1orf143,5,2,0,2,2,0,0,0
AC092015.1,0,0,0,0,0,0,0,0
NXNP1,0,0,0,0,0,0,0,0
LINC01710,0,0,0,0,0,0,0,0
LYPLAL1-DT,31,16,3,12,10,18,4,8
LYPLAL1,885,989,468,652,646,613,616,668
RIMKLBP2,35,75,6,28,24,37,46,16
AL360093.1,0,6,0,0,4,0,0,0
AC096642.1,28,29,20,41,30,18,19,25
AC096642.2,0,6,0,6,0,0,0,8
LYPLAL1-AS1,9,9,0,17,4,0,1,12
AL356364.1,0,0,0,0,0,0,0,0
ZC3H11B,144,152,166,171,164,140,197,108
SLC30A10,4,20,33,6,28,22,86,24
RNA5SP76,0,0,0,0,0,0,0,0
AC103590.1,0,0,0,0,0,0,0,0
